title,url,country,imdbRating,imdbVotes,metascore,budget,domesticGross,worldwideGross,awards,directors,thespians
206. Fair Play,https://www.imdb.com/title/tt16304446/,US,6.4, (44K),73,,,,[],"[{'name': 'Chloe Domont', 'url': 'https://www.imdb.com/name/nm2132542/'}]","[{'name': 'Phoebe Dynevor', 'url': 'https://www.imdb.com/name/nm3697443/'}, {'name': 'Alden Ehrenreich', 'url': 'https://www.imdb.com/name/nm2403277/'}, {'name': 'Eddie Marsan', 'url': 'https://www.imdb.com/name/nm0550371/'}, {'name': 'Rich Sommer', 'url': 'https://www.imdb.com/name/nm1360860/'}, {'name': 'Sebastian De Souza', 'url': 'https://www.imdb.com/name/nm4148205/'}]"
207. No One Will Save You,https://www.imdb.com/title/tt14509110/,US,6.3, (74K),60,,,,[],"[{'name': 'Brian Duffield', 'url': 'https://www.imdb.com/name/nm3929259/'}]","[{'name': 'Kaitlyn Dever', 'url': 'https://www.imdb.com/name/nm3239803/'}, {'name': 'Elizabeth Kaluev', 'url': 'https://www.imdb.com/name/nm13806913/'}, {'name': 'Zack Duhame', 'url': 'https://www.imdb.com/name/nm0241033/'}, {'name': 'Lauren L. Murray', 'url': 'https://www.imdb.com/name/nm1721258/'}, {'name': 'Geraldine Singer', 'url': 'https://www.imdb.com/name/nm1046808/'}]"
208. Please Don't Destroy: The Treasure of Foggy Mountain,https://www.imdb.com/title/tt21335356/,US,6.0, (10K),49,,,,[],"[{'name': 'Paul Briganti', 'url': 'https://www.imdb.com/name/nm2802539/'}]","[{'name': 'Martin Herlihy', 'url': 'https://www.imdb.com/name/nm11958939/'}, {'name': 'John Higgins', 'url': 'https://www.imdb.com/name/nm3769182/'}, {'name': 'Ben Marshall', 'url': 'https://www.imdb.com/name/nm2951652/'}, {'name': ""Conan O'Brien"", 'url': 'https://www.imdb.com/name/nm0005277/'}, {'name': 'Bowen Yang', 'url': 'https://www.imdb.com/name/nm6299248/'}]"
209. Renfield,https://www.imdb.com/title/tt11358390/,US,6.4, (111K),53,,,,[],"[{'name': 'Chris McKay', 'url': 'https://www.imdb.com/name/nm0003021/'}]","[{'name': 'Nicholas Hoult', 'url': 'https://www.imdb.com/name/nm0396558/'}, {'name': 'Nicolas Cage', 'url': 'https://www.imdb.com/name/nm0000115/'}, {'name': 'Awkwafina', 'url': 'https://www.imdb.com/name/nm5377144/'}, {'name': 'Ben Schwartz', 'url': 'https://www.imdb.com/name/nm2355635/'}, {'name': 'Shohreh Aghdashloo', 'url': 'https://www.imdb.com/name/nm0013037/'}]"
210. American Fiction,https://www.imdb.com/title/tt23561236/,US,7.5, (110K),81,"$10,000,000","$21,098,470","$23,026,243",['Best Adapted Screenplay'],"[{'name': 'Cord Jefferson', 'url': 'https://www.imdb.com/name/nm6852255/'}]","[{'name': 'Jeffrey Wright', 'url': 'https://www.imdb.com/name/nm0942482/'}, {'name': 'Skyler Wright', 'url': 'https://www.imdb.com/name/nm4169254/'}, {'name': 'John Ales', 'url': 'https://www.imdb.com/name/nm0018099/'}, {'name': 'Patrick Fischler', 'url': 'https://www.imdb.com/name/nm0279209/'}, {'name': 'Carmen Cusack', 'url': 'https://www.imdb.com/name/nm7912529/'}]"
211. Big George Foreman,https://www.imdb.com/title/tt12226632/,US,6.6, (11K),45,,,,[],"[{'name': 'George Tillman Jr.', 'url': 'https://www.imdb.com/name/nm0863387/'}]","[{'name': 'Khris Davis', 'url': 'https://www.imdb.com/name/nm7800057/'}, {'name': 'Jasmine Mathews', 'url': 'https://www.imdb.com/name/nm8567129/'}, {'name': 'Sullivan Jones', 'url': 'https://www.imdb.com/name/nm3209677/'}, {'name': 'Lawrence Gilliard Jr.', 'url': 'https://www.imdb.com/name/nm0319142/'}, {'name': 'John Magaro', 'url': 'https://www.imdb.com/name/nm1910274/'}]"
212. May December,https://www.imdb.com/title/tt13651794/,US,6.8, (68K),86,,n/a,"$2,739,666",[],"[{'name': 'Todd Haynes', 'url': 'https://www.imdb.com/name/nm0001331/'}]","[{'name': 'Natalie Portman', 'url': 'https://www.imdb.com/name/nm0000204/'}, {'name': 'Chris Tenzis', 'url': 'https://www.imdb.com/name/nm3461890/'}, {'name': 'Charles Melton', 'url': 'https://www.imdb.com/name/nm6217576/'}, {'name': 'Julianne Moore', 'url': 'https://www.imdb.com/name/nm0000194/'}, {'name': 'Andrea Frankle', 'url': 'https://www.imdb.com/name/nm1683193/'}]"
213. Classified,https://www.imdb.com/title/tt27714840/,US,3.7, (2.5K),,,n/a,,[],"[{'name': 'Roel Reiné', 'url': 'https://www.imdb.com/name/nm0004152/'}]","[{'name': 'Aaron Eckhart', 'url': 'https://www.imdb.com/name/nm0001173/'}, {'name': 'Tim Roth', 'url': 'https://www.imdb.com/name/nm0000619/'}, {'name': 'Abigail Breslin', 'url': 'https://www.imdb.com/name/nm1113550/'}, {'name': 'Matt Hookings', 'url': 'https://www.imdb.com/name/nm4677272/'}, {'name': 'Christian Scicluna', 'url': 'https://www.imdb.com/name/nm9291602/'}]"
214. Electra,https://www.imdb.com/title/tt22375408/,US,6.4, (39),,,,,[],"[{'name': 'Hala Matar', 'url': 'https://www.imdb.com/name/nm5552902/'}]","[{'name': 'Maria Bakalova', 'url': 'https://www.imdb.com/name/nm7210025/'}, {'name': 'Abigail Cowen', 'url': 'https://www.imdb.com/name/nm6792464/'}, {'name': 'Jack Farthing', 'url': 'https://www.imdb.com/name/nm4958046/'}, {'name': 'Daryl Wein', 'url': 'https://www.imdb.com/name/nm0918078/'}]"
215. Secret Mall Apartment,https://www.imdb.com/title/tt21221386/,US,7.5, (258),75,,,,[],"[{'name': 'Jeremy Workman', 'url': 'https://www.imdb.com/name/nm0941467/'}]","[{'name': 'Michael Townsend', 'url': 'https://www.imdb.com/name/nm5959309/'}, {'name': 'Colin Bliss', 'url': 'https://www.imdb.com/name/nm5959310/'}, {'name': 'Adriana Valdez-Young', 'url': 'https://www.imdb.com/name/nm15897579/'}, {'name': 'Andrew Oesch', 'url': 'https://www.imdb.com/name/nm15897580/'}, {'name': 'James J.A. Mercer', 'url': 'https://www.imdb.com/name/nm16811716/'}]"
216. Trolls Band Together,https://www.imdb.com/title/tt14362112/,US,6.0, (18K),53,,,,[],"[{'name': 'Walt Dohrn', 'url': 'https://www.imdb.com/name/nm0230666/'}, {'name': 'Tim Heitz', 'url': 'https://www.imdb.com/name/nm2142520/'}]","[{'name': 'Anna Kendrick', 'url': 'https://www.imdb.com/name/nm0447695/'}, {'name': 'Justin Timberlake', 'url': 'https://www.imdb.com/name/nm0005493/'}, {'name': 'Kenan Thompson', 'url': 'https://www.imdb.com/name/nm0860380/'}, {'name': 'Walt Dohrn', 'url': 'https://www.imdb.com/name/nm0230666/'}, {'name': 'Anderson .Paak', 'url': 'https://www.imdb.com/name/nm7256002/'}]"
217. The Forge,https://www.imdb.com/title/tt26731216/,US,6.7, (4.8K),,"$5,000,000","$29,123,632","$29,694,872",[],"[{'name': 'Alex Kendrick', 'url': 'https://www.imdb.com/name/nm1731937/'}]","[{'name': 'Cameron Arnett', 'url': 'https://www.imdb.com/name/nm0036237/'}, {'name': 'Priscilla C. Shirer', 'url': 'https://www.imdb.com/name/nm2068185/'}, {'name': 'Aspen Kennedy', 'url': 'https://www.imdb.com/name/nm7435218/'}, {'name': 'Karen Abercrombie', 'url': 'https://www.imdb.com/name/nm1620433/'}, {'name': 'T.C. Stallings', 'url': 'https://www.imdb.com/name/nm3956954/'}]"
218. Sniper: G.R.I.T. - Global Response & Intelligence Team,https://www.imdb.com/title/tt28487871/,US,5.0, (1.8K),,,,,[],"[{'name': 'Oliver Thompson', 'url': 'https://www.imdb.com/name/nm3681509/'}]","[{'name': 'Chad Michael Collins', 'url': 'https://www.imdb.com/name/nm1792864/'}, {'name': 'Ryan Robbins', 'url': 'https://www.imdb.com/name/nm0730455/'}, {'name': 'Luna Fujimoto', 'url': 'https://www.imdb.com/name/nm11399727/'}, {'name': 'Dennis Haysbert', 'url': 'https://www.imdb.com/name/nm0371660/'}, {'name': 'Josh Brener', 'url': 'https://www.imdb.com/name/nm3091777/'}]"
219. Time Cut,https://www.imdb.com/title/tt14857528/,US,5.0, (19K),36,,n/a,,[],"[{'name': 'Hannah Macpherson', 'url': 'https://www.imdb.com/name/nm1680829/'}]","[{'name': 'Madison Bailey', 'url': 'https://www.imdb.com/name/nm6045536/'}, {'name': 'Antonia Gentry', 'url': 'https://www.imdb.com/name/nm7228705/'}, {'name': 'Michael Shanks', 'url': 'https://www.imdb.com/name/nm0788218/'}, {'name': 'Griffin Gluck', 'url': 'https://www.imdb.com/name/nm3838034/'}, {'name': 'Megan Best', 'url': 'https://www.imdb.com/name/nm9412217/'}]"
220. Atlas,https://www.imdb.com/title/tt14856980/,US,5.6, (56K),37,,n/a,,[],"[{'name': 'Brad Peyton', 'url': 'https://www.imdb.com/name/nm0679031/'}]","[{'name': 'Jennifer Lopez', 'url': 'https://www.imdb.com/name/nm0000182/'}, {'name': 'Simu Liu', 'url': 'https://www.imdb.com/name/nm4855517/'}, {'name': 'Sterling K. Brown', 'url': 'https://www.imdb.com/name/nm1250791/'}, {'name': 'Gregory James Cohan', 'url': 'https://www.imdb.com/name/nm4497612/'}, {'name': 'Abraham Popoola', 'url': 'https://www.imdb.com/name/nm6554076/'}]"
221. The Passenger,https://www.imdb.com/title/tt21979910/,US,6.4, (10K),62,,,,[],"[{'name': 'Carter Smith', 'url': 'https://www.imdb.com/name/nm2127650/'}]","[{'name': 'Merah Benoit', 'url': 'https://www.imdb.com/name/nm12045962/'}, {'name': 'Johnny Berchtold', 'url': 'https://www.imdb.com/name/nm6851692/'}, {'name': 'Betsy Borrego', 'url': 'https://www.imdb.com/name/nm6549243/'}, {'name': 'Angie Dillard', 'url': 'https://www.imdb.com/name/nm0226826/'}, {'name': 'Rob Eubanks', 'url': 'https://www.imdb.com/name/nm8426931/'}]"
222. The Deliverance,https://www.imdb.com/title/tt4196566/,US,5.1, (22K),39,,n/a,,[],"[{'name': 'Lee Daniels', 'url': 'https://www.imdb.com/name/nm0200005/'}]","[{'name': 'Andra Day', 'url': 'https://www.imdb.com/name/nm7363531/'}, {'name': 'Glenn Close', 'url': 'https://www.imdb.com/name/nm0000335/'}, {'name': 'Anthony B. Jenkins', 'url': 'https://www.imdb.com/name/nm11011269/'}, {'name': 'Caleb McLaughlin', 'url': 'https://www.imdb.com/name/nm5160895/'}, {'name': 'Demi Singleton', 'url': 'https://www.imdb.com/name/nm9403098/'}]"
223. Hypnotic,https://www.imdb.com/title/tt8080204/,US,5.5, (42K),53,,,,[],"[{'name': 'Robert Rodriguez', 'url': 'https://www.imdb.com/name/nm0001675/'}]","[{'name': 'Ben Affleck', 'url': 'https://www.imdb.com/name/nm0000255/'}, {'name': 'Alice Braga', 'url': 'https://www.imdb.com/name/nm0103797/'}, {'name': 'JD Pardo', 'url': 'https://www.imdb.com/name/nm1238555/'}, {'name': 'Dayo Okeniyi', 'url': 'https://www.imdb.com/name/nm3912883/'}, {'name': 'Jeff Fahey', 'url': 'https://www.imdb.com/name/nm0001194/'}]"
224. The Pope's Exorcist,https://www.imdb.com/title/tt13375076/,US,6.1, (96K),45,,,,[],"[{'name': 'Julius Avery', 'url': 'https://www.imdb.com/name/nm1170339/'}]","[{'name': 'Russell Crowe', 'url': 'https://www.imdb.com/name/nm0000128/'}, {'name': 'Daniel Zovatto', 'url': 'https://www.imdb.com/name/nm4683167/'}, {'name': 'Alexandra Essoe', 'url': 'https://www.imdb.com/name/nm3012273/'}, {'name': 'Franco Nero', 'url': 'https://www.imdb.com/name/nm0626259/'}, {'name': 'Peter DeSouza-Feighoney', 'url': 'https://www.imdb.com/name/nm13922817/'}]"
225. The Strangers: Chapter 1,https://www.imdb.com/title/tt22050754/,US,4.6, (22K),43,"$8,500,000","$35,202,562","$47,445,905",[],"[{'name': 'Renny Harlin', 'url': 'https://www.imdb.com/name/nm0001317/'}]","[{'name': 'Ryan Bown', 'url': 'https://www.imdb.com/name/nm7635170/'}, {'name': 'Matus Lajcak', 'url': 'https://www.imdb.com/name/nm8598157/'}, {'name': 'Olivia Kreutzova', 'url': 'https://www.imdb.com/name/nm14316067/'}, {'name': 'Letizia Fabbri', 'url': 'https://www.imdb.com/name/nm9967472/'}, {'name': 'Madelaine Petsch', 'url': 'https://www.imdb.com/name/nm6663708/'}]"
226. Someone Like You,https://www.imdb.com/title/tt22334258/,US,5.8, (2.1K),,,"$5,937,306",,[],"[{'name': 'Tyler Russell', 'url': 'https://www.imdb.com/name/nm7623887/'}]","[{'name': 'Sarah Fisher', 'url': 'https://www.imdb.com/name/nm5162352/'}, {'name': 'Jake Allyn', 'url': 'https://www.imdb.com/name/nm5923409/'}, {'name': 'Lynn Collins', 'url': 'https://www.imdb.com/name/nm1211488/'}, {'name': 'Robyn Lively', 'url': 'https://www.imdb.com/name/nm0001477/'}, {'name': 'Bart Johnson', 'url': 'https://www.imdb.com/name/nm0424559/'}]"
227. Knox Goes Away,https://www.imdb.com/title/tt20115766/,US,7.0, (26K),54,,n/a,"$754,937",[],"[{'name': 'Michael Keaton', 'url': 'https://www.imdb.com/name/nm0000474/'}]","[{'name': 'Michael Keaton', 'url': 'https://www.imdb.com/name/nm0000474/'}, {'name': 'Ray McKinnon', 'url': 'https://www.imdb.com/name/nm0571964/'}, {'name': 'Cassie Moronez', 'url': 'https://www.imdb.com/name/nm14454615/'}, {'name': 'Paul Perri', 'url': 'https://www.imdb.com/name/nm0674646/'}, {'name': 'Joanna Kulig', 'url': 'https://www.imdb.com/name/nm2251846/'}]"
228. Rebel Moon - Part Two: The Scargiver,https://www.imdb.com/title/tt23137904/,US,5.3, (59K),35,,n/a,,[],"[{'name': 'Zack Snyder', 'url': 'https://www.imdb.com/name/nm0811583/'}]","[{'name': 'Sofia Boutella', 'url': 'https://www.imdb.com/name/nm1154749/'}, {'name': 'Djimon Hounsou', 'url': 'https://www.imdb.com/name/nm0005023/'}, {'name': 'Ed Skrein', 'url': 'https://www.imdb.com/name/nm4534098/'}, {'name': 'Michiel Huisman', 'url': 'https://www.imdb.com/name/nm0401264/'}, {'name': 'Bae Doona', 'url': 'https://www.imdb.com/name/nm0046277/'}]"
229. Psycho Therapy: The Shallow Tale of a Writer Who Decided to Write about a Serial Killer,https://www.imdb.com/title/tt17492148/,US,8.5, (104),48,,,,[],"[{'name': 'Tolga Karaçelik', 'url': 'https://www.imdb.com/name/nm3796645/'}]","[{'name': 'Britt Lower', 'url': 'https://www.imdb.com/name/nm3138882/'}, {'name': 'Sydney Cole Alexander', 'url': 'https://www.imdb.com/name/nm7862766/'}, {'name': 'Steve Buscemi', 'url': 'https://www.imdb.com/name/nm0000114/'}, {'name': 'John Magaro', 'url': 'https://www.imdb.com/name/nm1910274/'}, {'name': 'Anthony Michael Lopez', 'url': 'https://www.imdb.com/name/nm6186850/'}]"
230. Descendants: The Rise of Red,https://www.imdb.com/title/tt20202136/,US,4.7, (7K),,,n/a,,[],"[{'name': 'Jennifer Phang', 'url': 'https://www.imdb.com/name/nm0679662/'}]","[{'name': 'Kylie Cantrall', 'url': 'https://www.imdb.com/name/nm8492826/'}, {'name': 'Malia Baker', 'url': 'https://www.imdb.com/name/nm10453571/'}, {'name': 'Dara Reneé', 'url': 'https://www.imdb.com/name/nm9828784/'}, {'name': 'Ruby Rose Turner', 'url': 'https://www.imdb.com/name/nm7240111/'}, {'name': 'Morgan Dudley', 'url': 'https://www.imdb.com/name/nm10801092/'}]"
231. Young Woman and the Sea,https://www.imdb.com/title/tt5177114/,US,7.5, (17K),62,,,,[],"[{'name': 'Joachim Rønning', 'url': 'https://www.imdb.com/name/nm1461392/'}]","[{'name': 'Daisy Ridley', 'url': 'https://www.imdb.com/name/nm5397459/'}, {'name': 'Tilda Cobham-Hervey', 'url': 'https://www.imdb.com/name/nm5315479/'}, {'name': 'Stephen Graham', 'url': 'https://www.imdb.com/name/nm0334318/'}, {'name': 'Kim Bodnia', 'url': 'https://www.imdb.com/name/nm0091035/'}, {'name': 'Jeanette Hain', 'url': 'https://www.imdb.com/name/nm0354198/'}]"
232. Saw X,https://www.imdb.com/title/tt21807222/,US,6.6, (89K),60,,,,[],"[{'name': 'Kevin Greutert', 'url': 'https://www.imdb.com/name/nm0340436/'}]","[{'name': 'Tobin Bell', 'url': 'https://www.imdb.com/name/nm0068551/'}, {'name': 'Shawnee Smith', 'url': 'https://www.imdb.com/name/nm0809938/'}, {'name': 'Synnøve Macody Lund', 'url': 'https://www.imdb.com/name/nm4033934/'}, {'name': 'Steven Brand', 'url': 'https://www.imdb.com/name/nm0104526/'}, {'name': 'Renata Vaca', 'url': 'https://www.imdb.com/name/nm8901592/'}]"
233. Afraid,https://www.imdb.com/title/tt24577462/,US,5.2, (14K),28,"$12,000,000","$6,726,179","$9,026,137",[],"[{'name': 'Chris Weitz', 'url': 'https://www.imdb.com/name/nm0919363/'}]","[{'name': 'John Cho', 'url': 'https://www.imdb.com/name/nm0158626/'}, {'name': 'Katherine Waterston', 'url': 'https://www.imdb.com/name/nm2239702/'}, {'name': 'Keith Carradine', 'url': 'https://www.imdb.com/name/nm0001018/'}, {'name': 'Havana Rose Liu', 'url': 'https://www.imdb.com/name/nm10023988/'}, {'name': 'Lukita Maxwell', 'url': 'https://www.imdb.com/name/nm8037342/'}]"
234. Nefarious,https://www.imdb.com/title/tt14537248/,US,6.4, (34K),,,,,[],"[{'name': 'Chuck Konzelman', 'url': 'https://www.imdb.com/name/nm0465484/'}, {'name': 'Cary Solomon', 'url': 'https://www.imdb.com/name/nm0813301/'}]","[{'name': 'Sean Patrick Flanery', 'url': 'https://www.imdb.com/name/nm0001218/'}, {'name': 'Jordan Belfi', 'url': 'https://www.imdb.com/name/nm0067768/'}, {'name': 'Tom Ohmer', 'url': 'https://www.imdb.com/name/nm0645122/'}, {'name': 'Glenn Beck', 'url': 'https://www.imdb.com/name/nm2253512/'}, {'name': 'Daniel Martin Berkey', 'url': 'https://www.imdb.com/name/nm2960235/'}]"
235. Killer Heat,https://www.imdb.com/title/tt27419292/,US,5.6, (13K),33,,n/a,,[],"[{'name': 'Philippe Lacôte', 'url': 'https://www.imdb.com/name/nm1272284/'}]","[{'name': 'Joseph Gordon-Levitt', 'url': 'https://www.imdb.com/name/nm0330687/'}, {'name': 'Shailene Woodley', 'url': 'https://www.imdb.com/name/nm0940362/'}, {'name': 'Richard Madden', 'url': 'https://www.imdb.com/name/nm0534635/'}, {'name': 'Clare Holman', 'url': 'https://www.imdb.com/name/nm0391600/'}, {'name': 'Babou Ceesay', 'url': 'https://www.imdb.com/name/nm1959501/'}]"
236. The Nun II,https://www.imdb.com/title/tt10160976/,US,5.6, (70K),47,,,,[],"[{'name': 'Michael Chaves', 'url': 'https://www.imdb.com/name/nm1980431/'}]","[{'name': 'Taissa Farmiga', 'url': 'https://www.imdb.com/name/nm3920288/'}, {'name': 'Jonas Bloquet', 'url': 'https://www.imdb.com/name/nm2997552/'}, {'name': 'Storm Reid', 'url': 'https://www.imdb.com/name/nm4977564/'}, {'name': 'Anna Popplewell', 'url': 'https://www.imdb.com/name/nm0691600/'}, {'name': 'Bonnie Aarons', 'url': 'https://www.imdb.com/name/nm0007491/'}]"
237. Goodrich,https://www.imdb.com/title/tt10171472/,US,6.3, (5.1K),62,,"$1,351,840","$1,558,864",[],"[{'name': 'Hallie Meyers-Shyer', 'url': 'https://www.imdb.com/name/nm0583654/'}]","[{'name': 'Michael Keaton', 'url': 'https://www.imdb.com/name/nm0000474/'}, {'name': 'Mila Kunis', 'url': 'https://www.imdb.com/name/nm0005109/'}, {'name': 'Danny Deferrari', 'url': 'https://www.imdb.com/name/nm1876851/'}, {'name': 'Poorna Jagannathan', 'url': 'https://www.imdb.com/name/nm1567198/'}, {'name': 'Kimberly Condict', 'url': 'https://www.imdb.com/name/nm3180667/'}]"
238. The Machine,https://www.imdb.com/title/tt11040844/,US,5.7, (17K),37,,,,[],"[{'name': 'Peter Atencio', 'url': 'https://www.imdb.com/name/nm1534595/'}]","[{'name': 'Bert Kreischer', 'url': 'https://www.imdb.com/name/nm0470679/'}, {'name': 'Mark Hamill', 'url': 'https://www.imdb.com/name/nm0000434/'}, {'name': 'Jimmy Tatro', 'url': 'https://www.imdb.com/name/nm5555161/'}, {'name': 'Iva Babic', 'url': 'https://www.imdb.com/name/nm5246957/'}, {'name': 'Robert Maaser', 'url': 'https://www.imdb.com/name/nm4130813/'}]"
239. Long Gone Heroes,https://www.imdb.com/title/tt6001846/,US,5.2, (1.1K),,,n/a,,[],"[{'name': 'John Swab', 'url': 'https://www.imdb.com/name/nm6461537/'}]","[{'name': 'Eden Brolin', 'url': 'https://www.imdb.com/name/nm2863262/'}, {'name': 'Andy Garcia', 'url': 'https://www.imdb.com/name/nm0000412/'}, {'name': 'Melissa Leo', 'url': 'https://www.imdb.com/name/nm0502425/'}, {'name': 'Frank Grillo', 'url': 'https://www.imdb.com/name/nm0342029/'}, {'name': 'George Carroll', 'url': 'https://www.imdb.com/name/nm2282835/'}]"
240. Brothers,https://www.imdb.com/title/tt9860566/,US,5.4, (13K),50,,n/a,,[],"[{'name': 'Max Barbakow', 'url': 'https://www.imdb.com/name/nm3817317/'}]","[{'name': 'Josh Brolin', 'url': 'https://www.imdb.com/name/nm0000982/'}, {'name': 'Peter Dinklage', 'url': 'https://www.imdb.com/name/nm0227759/'}, {'name': 'Taylour Paige', 'url': 'https://www.imdb.com/name/nm3666749/'}, {'name': 'M. Emmet Walsh', 'url': 'https://www.imdb.com/name/nm0001826/'}, {'name': 'Jen Landon', 'url': 'https://www.imdb.com/name/nm0484916/'}]"
241. Arthur the King,https://www.imdb.com/title/tt10720352/,US,7.0, (34K),54,,,,[],"[{'name': 'Simon Cellan Jones', 'url': 'https://www.imdb.com/name/nm0148116/'}]","[{'name': 'Mark Wahlberg', 'url': 'https://www.imdb.com/name/nm0000242/'}, {'name': 'Simu Liu', 'url': 'https://www.imdb.com/name/nm4855517/'}, {'name': 'Juliet Rylance', 'url': 'https://www.imdb.com/name/nm1628115/'}, {'name': 'Nathalie Emmanuel', 'url': 'https://www.imdb.com/name/nm2812026/'}, {'name': 'Ali Suliman', 'url': 'https://www.imdb.com/name/nm1846124/'}]"
242. Sidelined: The QB and Me,https://www.imdb.com/title/tt19704542/,US,5.9, (3.7K),,,n/a,"$2,197",[],"[{'name': 'Justin Wu', 'url': 'https://www.imdb.com/name/nm2666818/'}]","[{'name': 'Siena Agudong', 'url': 'https://www.imdb.com/name/nm5566180/'}, {'name': 'Noah Beck', 'url': 'https://www.imdb.com/name/nm11863529/'}, {'name': 'Drew Ray Tanner', 'url': 'https://www.imdb.com/name/nm4423531/'}, {'name': 'James Van Der Beek', 'url': 'https://www.imdb.com/name/nm0004735/'}, {'name': 'Deborah Cox', 'url': 'https://www.imdb.com/name/nm0184990/'}]"
243. Migration,https://www.imdb.com/title/tt6495056/,US,6.6, (40K),56,,,,[],"[{'name': 'Benjamin Renner', 'url': 'https://www.imdb.com/name/nm2883649/'}, {'name': 'Guylo Homsy', 'url': 'https://www.imdb.com/name/nm3157077/'}]","[{'name': 'Kumail Nanjiani', 'url': 'https://www.imdb.com/name/nm3529685/'}, {'name': 'Tresi Gazal', 'url': 'https://www.imdb.com/name/nm14793320/'}, {'name': 'Elizabeth Banks', 'url': 'https://www.imdb.com/name/nm0006969/'}, {'name': 'Caspar Jennings', 'url': 'https://www.imdb.com/name/nm8647189/'}, {'name': 'Isabela Merced', 'url': 'https://www.imdb.com/name/nm5097044/'}]"
