director_name,director_url,year_result,award_name,category,title
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2023 Nominee,Jury Prize,Best Script,Nexos
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2023 Winner,Jury Prize,Best Fantasy,Nexos
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Nominee,Jury Prize,Best Drama,Os impedirán amarme
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Nominee,Jury Prize,Best Director,Os impedirán amarme
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Nominee,Jury Prize,Best Script,Os impedirán amarme
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Winner,Festival Award,Best Drama,Os impedirán amarme
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2023 Nominee,Festival Award,Best Experimental Film,Seguir siendo yo
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Nominee,Festival Award,Best Director,Ane y las estrellas
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Winner,Festival Award,Best Family Film,Ane y las estrellas
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2023 Nominee,Festival Award,Best Fantasy,Rhea
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2023 Nominee,Festival Award,Best Director,Rhea
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2023 Nominee,Festival Award,Best Script,Rhea
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Winner,H.G. Wells Award,Best Film,Entre el agua y la tierra
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2023 Nominee,Best Short Film,Best Short Film,Cavewomen
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2023 Winner,Best Short Film,Best Short Film,Cavewomen
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2021 Winner,Attainment Award,Best Short Film,Worldlines II
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2021 Winner,Honorable Mention,Best Short Film,El hálito de Eir
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Winner,Honorable Mention,Best Feature Film,Entre el agua y la tierra
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Nominee,Jury Prize,Best Fiction - Drama,En algún momento de la noche
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Nominee,Jury Prize,Best Director,En algún momento de la noche
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Nominee,Jury Prize,Best Editing,En algún momento de la noche
Karlos Alastruey,https://www.imdb.com/name/nm2116738/,2024 Winner,Best Director,,En algún momento de la noche
Josep M. Civit,https://www.imdb.com/name/nm0003326/,2008 Nominee,Silver Ariel,Best Cinematography (Mejor Fotografía),Cobrador: In God We Trust
Josep M. Civit,https://www.imdb.com/name/nm0003326/,1988 Winner,Special Mention,,Angustia
Josep M. Civit,https://www.imdb.com/name/nm0003326/,2002 Nominee,Golden Frog,,Guerreros
Josep M. Civit,https://www.imdb.com/name/nm0003326/,2018 Nominee,CEC Award,Best Cinematography (Mejor Fotografía),Incierta gloria
Josep M. Civit,https://www.imdb.com/name/nm0003326/,2016 Nominee,Goya,Best Cinematography (Mejor Dirección de Fotografía),El rey de La Habana
Josep M. Civit,https://www.imdb.com/name/nm0003326/,1991 Winner,Best Cinematography,,Bar Latino
Josep M. Civit,https://www.imdb.com/name/nm0003326/,2021 Winner,Silver Biznaga,Best Cinematography (Mejor Fotografía),El ventre del mar
Josep M. Civit,https://www.imdb.com/name/nm0003326/,2004 Winner,Barcelona Film Award,Best Cinematography (Millor Fotografía),¡Excusas!
Josep M. Civit,https://www.imdb.com/name/nm0003326/,2022 Nominee,Gaudí Award,Best Cinematography (Millor Fotografia),El ventre del mar
Josep M. Civit,https://www.imdb.com/name/nm0003326/,2021 Nominee,Gaudí Award,Best Cinematography (Millor Fotografia),Baby
Josep M. Civit,https://www.imdb.com/name/nm0003326/,2021 Nominee,Gaudí Award,Best Cinematography (Millor Fotografia),La vampira de Barcelona
Josep M. Civit,https://www.imdb.com/name/nm0003326/,2018 Winner,Gaudí Award,Best Cinematography (Millor Fotografia),Incierta gloria
Josep M. Civit,https://www.imdb.com/name/nm0003326/,2016 Winner,Gaudí Award,Best Cinematography (Millor Fotografia),El rey de La Habana
Josep M. Civit,https://www.imdb.com/name/nm0003326/,1989 Winner,Premi de Cinematografia de la Generalitat de Catalunya,Best Technical Achievement,Luces y sombras
Josep M. Civit,https://www.imdb.com/name/nm0003326/,1988 Winner,Premi de Cinematografia de la Generalitat de Catalunya,Best Cinematography (Mejor Fotografía),Luces y sombras
Josep M. Civit,https://www.imdb.com/name/nm0003326/,1985 Winner,Premi de Cinematografia de la Generalitat de Catalunya,Best Technical Achievement,Museu d'ombres
Josep M. Civit,https://www.imdb.com/name/nm0003326/,2012 Winner,Prisma AEC Award,Best Cinematography in TV productions,Tornarem
Josep M. Civit,https://www.imdb.com/name/nm0003326/,2019 Winner,Honorary Award,Director of Photography,
Jorge Peña Martín,https://www.imdb.com/name/nm6886746/,2024 Nominee,New Waves Award,Best Film,Os naufragados
Bárbara Mateos,https://www.imdb.com/name/nm3932881/,2017 Winner,Avanca Prize,Best Feature Film,Ad Ventum (Hacia el viento)
Bárbara Mateos,https://www.imdb.com/name/nm3932881/,2016 Nominee,Best Feature-Length Documentary,Best Documentary,Ad Ventum (Hacia el viento)
Bárbara Mateos,https://www.imdb.com/name/nm3932881/,2016 Nominee,Best First Film,,Ad Ventum (Hacia el viento)
Omar Tuero,https://www.imdb.com/name/nm1895649/,2022 Winner,Best Documentary,Best Feature Documentary,A mano armada
Eterio Ortega,https://www.imdb.com/name/nm1031779/,2001 Winner,Audience Award,Best Documentary (Mejor Documental),Asesinato en febrero
José Antonio Hergueta,https://www.imdb.com/name/nm1876864/,2024 Nominee,Goya,Best Documentary (Mejor Película Documental),Caleta Palace. Revolución y tragedia en la ciudad del paraíso
José Antonio Hergueta,https://www.imdb.com/name/nm1876864/,2021 Nominee,Goya,Best Documentary Short Film (Mejor Cortometraje Documental),Paraíso en llamas
José Antonio Hergueta,https://www.imdb.com/name/nm1876864/,2021 Winner,RTVA Talento Andaluz Award,,
José Antonio Hergueta,https://www.imdb.com/name/nm1876864/,2007 Nominee,Best Documentary Feature,,Operación Úrsula (El misterio del submarino C-3)
José Antonio Hergueta,https://www.imdb.com/name/nm1876864/,2024 Nominee,Fundación SGAE Talento Andaluz,Best Film,Tierra de Atlantes
José Antonio Hergueta,https://www.imdb.com/name/nm1876864/,2024 Nominee,FICAL,Pantalla Almería,"Tartessos, un reino entre dos mares"
José Antonio Hergueta,https://www.imdb.com/name/nm1876864/,2023 Nominee,FICAL,Estrenos Cine,Caleta Palace. Revolución y tragedia en la ciudad del paraíso
José Antonio Hergueta,https://www.imdb.com/name/nm1876864/,2024 Nominee,Andalusian Panorama Award,Best Film,Tierra de Atlantes
José Antonio Hergueta,https://www.imdb.com/name/nm1876864/,2023 Nominee,Andalusian Panorama Award,Best Film,Caleta Palace. Revolución y tragedia en la ciudad del paraíso
José Antonio Hergueta,https://www.imdb.com/name/nm1876864/,2024 Nominee,Grand Prize,Ciclo Píldoras de Historia,Tierra de Atlantes
José Antonio Hergueta,https://www.imdb.com/name/nm1876864/,2020 Winner,First Prize,Documentary short film,Paraíso en llamas
José Antonio Hergueta,https://www.imdb.com/name/nm1876864/,2024 Winner,Carmen Award,Best Adapted Screenplay,Caleta Palace. Revolución y tragedia en la ciudad del paraíso
Pablo Llorca,https://www.imdb.com/name/nm0515831/,2000 Nominee,Grand Prix Asturias,Best Feature,La espalda de Dios
Pablo Llorca,https://www.imdb.com/name/nm0515831/,2011 Nominee,Golden Lady Harimaguada,,El mundo que fue y el que es
Ramon Balagué,https://www.imdb.com/name/nm7654281/,2024 Nominee,Golden Heynal,International DocFilmMusic Competition,Stay Homas. La banda que no hauria d'existir
Nick Bolger,https://www.imdb.com/name/nm2654381/,2024 Nominee,Golden Heynal,International DocFilmMusic Competition,Stay Homas. La banda que no hauria d'existir
Oriol Gispert,https://www.imdb.com/name/nm3729757/,2024 Nominee,Golden Heynal,International DocFilmMusic Competition,Stay Homas. La banda que no hauria d'existir
Remedios Malvárez,https://www.imdb.com/name/nm10540239/,2024 Winner,Juan Ramón Jiménez Award,,Fandango
Remedios Malvárez,https://www.imdb.com/name/nm10540239/,2021 Winner,Juan Ramón Jiménez Award,,Pico Reja
Remedios Malvárez,https://www.imdb.com/name/nm10540239/,2023 Nominee,Feroz Arrebato Award,Nonfiction,Pico Reja
Remedios Malvárez,https://www.imdb.com/name/nm10540239/,2024 Nominee,ASECAN Award,Best Director,Fandango
Remedios Malvárez,https://www.imdb.com/name/nm10540239/,2024 Nominee,ASECAN Award,Best Screenplay,Fandango
Remedios Malvárez,https://www.imdb.com/name/nm10540239/,2021 Nominee,ASECAN Award,Best Director,Pico Reja
Remedios Malvárez,https://www.imdb.com/name/nm10540239/,2021 Winner,ASECAN Award,Best Non-Fiction Film,Pico Reja
Remedios Malvárez,https://www.imdb.com/name/nm10540239/,2020 Nominee,ASECAN Award,Best Director,Menese
Remedios Malvárez,https://www.imdb.com/name/nm10540239/,2015 Winner,Jury Prize,Best Short Film,Silencio
Remedios Malvárez,https://www.imdb.com/name/nm10540239/,2019 Winner,Second Prize,Documentary Creation,Menese
Lorenzo Benitez,https://www.imdb.com/name/nm7618213/,2017 Nominee,ASECAN Award,Best First Work,Madres invisibles
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Festival Award,Best Editing,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2010 Winner,Bermuda Shorts Award,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Best Short Film,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Best Director,Best Director,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Festival Award,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2014 Nominee,Directors' Week Award,Best Film,Viral
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2009 Nominee,Goya,Best Short Fiction Film (Mejor Cortometraje de Ficción),Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2009 Winner,Festival Award,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Festival Award,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Festival Award,Best Sound,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Festival Award,Best Actor,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Special Jury Award,New Talent,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2009 Winner,Short Film Section,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2009 Winner,Grand Jury Award,Best Short,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Festival Award,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Grand Remi Award,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Nominee,Short Film Award,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,RTVA-Caja San Fernando Award (Short Film),,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Best International Short Competition - Live Action,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Festival Award,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2009 Winner,Grand Prize of European Fantasy Film in Gold,,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Grand Prix,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2010 Winner,Golden Bear,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Best International Short Film,International Short Film Competition,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Best Short Film,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Best Director,Best Director,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Best Poster,Best Poster,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Best Cinematography,Best Cinematography,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Best Short Film,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Best Poster,Best Poster,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Best Short Film,,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2009 Winner,Jury Prize for Best Short,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Festival Award,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2009 Winner,Starfish Award,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Festival Award,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Special Mention,Special Mention,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Festival Award,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2010 Winner,Film Festival Award,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2010 Winner,Best Short Film,International Competition,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2013 Nominee,Festival Prize,Best Short Film Fiction,Prólogo
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Nominee,Festival Prize,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Grand Jury Prize,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2011 Winner,Grand Jury Prize,Best short film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Grand Jury Prize,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2010 Winner,Best Spanish Film,Best Spanish Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2010 Winner,THESS ISFF Award,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Festival Award,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2011 Winner,Jury Award,Feature Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2011 Winner,Jury Award,Best Director,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2011 Winner,Jury Award,Best Female Actor,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2011 Winner,Jury Award,Best Actor,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2011 Winner,Festival Award,Best Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2012 Winner,Festival Prize,Best Foreign Short,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2011 Winner,Festival Award,Best international short film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Festival Award,Best International Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2011 Winner,Jury Award,Best Director,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2011 Winner,Best Director,Best Director,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Special Mention,,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Audience Choice Award,Special audience prize,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Young Jury Award,First young jury award,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2011 Winner,Festival Prize,Best short film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Special Mention,,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2010 Winner,Festival Prize,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2011 Winner,Best Short Film,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Best Short Film,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2012 Winner,Festival Award,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2012 Winner,Festival Award,Best director,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Festival Award,Best Short Film,Porque hay cosas que nunca se olvidan
Lucas Figueroa,https://www.imdb.com/name/nm1883042/,2008 Winner,Festival Award,Best director,Porque hay cosas que nunca se olvidan
